time,temperature,humidity
2024-09-10 20:19:30.087613,None,None
2024-09-10 20:19:31.441378,None,None
2024-09-10 20:19:32.794326,22.2,57.9
2024-09-10 20:19:34.147105,None,None
2024-09-10 20:19:35.500098,22.2,57.9
2024-09-10 20:19:36.852905,None,None
2024-09-10 20:19:38.205911,22.2,57.9
2024-09-10 20:19:39.558730,None,None
2024-09-10 20:19:40.912071,22.2,58.0
2024-09-10 20:19:42.265068,22.2,58.0
2024-09-10 20:19:43.618092,None,None
2024-09-10 20:19:44.970789,22.2,58.1
2024-09-10 20:19:46.323595,None,None
2024-09-10 20:19:47.676331,22.2,58.0
2024-09-10 20:19:49.029256,None,None
2024-09-10 20:19:50.385547,None,None
2024-09-10 20:19:51.738341,22.2,58.0
2024-09-10 20:19:53.091100,None,None
2024-09-10 20:19:54.443968,22.2,58.0
2024-09-10 20:19:55.796783,22.2,58.0
2024-09-10 20:19:57.149686,22.2,58.1
2024-09-10 20:19:58.502491,22.2,58.1
2024-09-10 20:19:59.855374,22.2,58.2
2024-09-10 20:20:01.208159,22.2,58.1
2024-09-10 20:20:02.560949,None,None
2024-09-10 20:20:03.913729,22.2,58.0
2024-09-10 20:20:05.266629,None,None
2024-09-10 20:20:06.619360,22.2,58.0
2024-09-10 20:20:07.972143,22.2,58.0
2024-09-10 20:20:09.324911,None,None
2024-09-10 20:20:10.678051,None,None
2024-09-10 20:20:12.030824,None,None
2024-09-10 20:20:13.383565,None,None
2024-09-10 20:20:14.736333,22.2,57.9
2024-09-10 20:20:16.089243,None,None
2024-09-10 20:20:17.442076,None,None
2024-09-10 20:20:18.794840,22.2,57.9
2024-09-10 20:20:20.147653,22.2,57.8
2024-09-10 20:20:21.500755,22.2,57.8
2024-09-10 20:20:22.853608,22.2,57.8
2024-09-10 20:20:24.206383,22.1,57.8
2024-09-10 20:20:25.559192,22.2,57.8
2024-09-10 20:20:26.912106,None,None
2024-09-10 20:20:28.264877,22.2,57.8
2024-09-10 20:20:29.617701,22.2,57.8
2024-09-10 20:20:30.970432,22.2,57.8
2024-09-10 20:20:32.323363,22.2,57.8
2024-09-10 20:20:33.676195,22.2,57.8
2024-09-10 20:20:35.029057,22.2,57.8
2024-09-10 20:20:36.382011,None,None
2024-09-10 20:20:37.734881,None,None
2024-09-10 20:20:39.087662,None,None
2024-09-10 20:20:40.443712,None,None
2024-09-10 20:20:41.796484,22.2,57.8
2024-09-10 20:20:43.149416,None,None
2024-09-10 20:20:44.502200,22.2,57.9
2024-09-10 20:20:45.854983,None,None
2024-09-10 20:20:47.207724,None,None
2024-09-10 20:20:48.560568,22.2,58.2
2024-09-10 20:20:49.913384,None,None
2024-09-10 20:20:51.266579,22.2,58.3
2024-09-10 20:20:52.619500,None,None
2024-09-10 20:20:53.972421,22.2,58.4
2024-09-10 20:20:55.325315,None,None
2024-09-10 20:20:56.678203,22.2,58.4
